time,side,status,filled_quantity,symbol,asset.asset_type,asset.right,asset.strike,asset.expiration,price,type,asset.multiplier,trade_cost
2025-01-16 09:30:00-05:00,buy,new,,GLD,stock,,0.0,,,market,1,
2025-01-16 09:30:00-05:00,buy,fill,319.0,GLD,stock,,0.0,,250.55999755859375,market,1,0.0
2025-01-16 13:30:00-05:00,buy,new,,GLD,stock,,0.0,,,market,1,
2025-01-16 13:30:00-05:00,buy,fill,64.0,GLD,stock,,0.0,,250.55999755859375,market,1,0.0
2025-01-22 09:30:00-05:00,buy,new,,GLD,stock,,0.0,,,market,1,
2025-01-22 09:30:00-05:00,buy,fill,12.0,GLD,stock,,0.0,,254.2899932861328,market,1,0.0
2025-01-22 13:30:00-05:00,buy,new,,GLD,stock,,0.0,,,market,1,
2025-01-22 13:30:00-05:00,buy,fill,3.0,GLD,stock,,0.0,,254.2899932861328,market,1,0.0
