datetime,portfolio_value,cash,positions,return
2025-01-02 08:30:00-05:00,100000.0,100000.0,[],
2025-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2025-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2025-01-03 09:30:00-05:00,100111.17880249023,20140.059600830078,"[{'asset': GLD, 'quantity': 327.0}]",0.0011117880249023049
2025-01-04 09:30:00-05:00,100111.17880249023,20140.059600830078,"[{'asset': GLD, 'quantity': 327.0}]",0.0
2025-01-05 09:30:00-05:00,100111.17880249023,20140.059600830078,"[{'asset': GLD, 'quantity': 327.0}]",0.0
2025-01-06 09:30:00-05:00,99381.97019958496,20140.059600830078,"[{'asset': GLD, 'quantity': 327.0}]",-0.0072839877786669005
2025-01-07 09:30:00-05:00,99381.97019958496,99381.97019958496,[],0.0
2025-01-08 09:30:00-05:00,99381.97019958496,99381.97019958496,[],0.0
2025-01-09 09:30:00-05:00,99381.97019958496,20014.40980529785,"[{'asset': GLD, 'quantity': 323.0}]",0.0
2025-01-10 09:30:00-05:00,100121.63803100586,20014.40980529785,"[{'asset': GLD, 'quantity': 323.0}]",0.007442676271515403
2025-01-11 09:30:00-05:00,100121.63803100586,20014.40980529785,"[{'asset': GLD, 'quantity': 323.0}]",0.0
2025-01-12 09:30:00-05:00,100121.63803100586,20014.40980529785,"[{'asset': GLD, 'quantity': 323.0}]",0.0
2025-01-13 09:30:00-05:00,99582.22862243652,20014.40980529785,"[{'asset': GLD, 'quantity': 323.0}]",-0.005387540787160194
2025-01-14 09:30:00-05:00,99349.66822814941,20014.40980529785,"[{'asset': GLD, 'quantity': 323.0}]",-0.0023353604102279713
2025-01-15 09:30:00-05:00,99349.66822814941,99349.66822814941,[],0.0
2025-01-16 09:30:00-05:00,100101.66529846191,19922.466079711907,"[{'asset': GLD, 'quantity': 320.0}]",0.007569195586900168
2025-01-17 09:30:00-05:00,99826.46510314941,19922.466079711907,"[{'asset': GLD, 'quantity': 320.0}]",-0.0027492069636601
2025-01-18 09:30:00-05:00,99826.46510314941,19922.466079711907,"[{'asset': GLD, 'quantity': 320.0}]",0.0
2025-01-19 09:30:00-05:00,99826.46510314941,19922.466079711907,"[{'asset': GLD, 'quantity': 320.0}]",0.0
2025-01-20 09:30:00-05:00,99826.46510314941,19922.466079711907,"[{'asset': GLD, 'quantity': 320.0}]",0.0
2025-01-21 09:30:00-05:00,100546.46510314941,19922.466079711907,"[{'asset': GLD, 'quantity': 320.0}]",0.00721251623260466
2025-01-22 09:30:00-05:00,100546.46510314941,100546.46510314941,[],0.0
2025-01-23 09:30:00-05:00,100198.86799621582,20190.827224731445,"[{'asset': GLD, 'quantity': 316.0}]",-0.003457079337170099
2025-01-24 09:30:00-05:00,101074.18934631348,20190.827224731445,"[{'asset': GLD, 'quantity': 316.0}]",0.008735840709604759
2025-01-25 09:30:00-05:00,101074.18934631348,20190.827224731445,"[{'asset': GLD, 'quantity': 316.0}]",0.0
2025-01-26 09:30:00-05:00,101074.18934631348,20190.827224731445,"[{'asset': GLD, 'quantity': 316.0}]",0.0
2025-01-27 09:30:00-05:00,100410.58741760254,20190.827224731445,"[{'asset': GLD, 'quantity': 316.0}]",-0.006565493455873428
2025-01-28 09:30:00-05:00,100527.50587463379,20190.827224731445,"[{'asset': GLD, 'quantity': 316.0}]",0.001164403675331549
2025-01-29 09:30:00-05:00,100527.50587463379,100527.50587463379,[],0.0
2025-01-30 09:30:00-05:00,101362.25875854492,20344.25491333008,"[{'asset': GLD, 'quantity': 315.0}]",0.008303726195616035
2025-01-31 09:30:00-05:00,101362.25875854492,101362.25875854492,[],0.0
2025-02-01 09:30:00-05:00,101362.25875854492,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0
2025-02-02 09:30:00-05:00,101362.25875854492,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0
2025-02-03 09:30:00-05:00,101571.30294799805,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0020623473866252517
2025-02-04 09:30:00-05:00,102220.25875854492,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.006389164967974592
2025-02-05 09:30:00-05:00,103037.7067565918,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.007996927497295525
2025-02-06 09:30:00-05:00,102791.22409057617,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",-0.002392159858505938
2025-02-07 09:30:00-05:00,103277.94332885742,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0047350271639179375
2025-02-08 09:30:00-05:00,103277.94332885742,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0
2025-02-09 09:30:00-05:00,103277.94332885742,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0
2025-02-10 09:30:00-05:00,104145.30294799805,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.008398304528381084
2025-02-11 09:30:00-05:00,104051.7067565918,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",-0.0008987077550005607
2025-02-12 09:30:00-05:00,103880.10104370117,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",-0.0016492349644207094
2025-02-13 09:30:00-05:00,104270.10104370117,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0037543282696261837
2025-02-14 09:30:00-05:00,104791.1452331543,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.004997062285714504
2025-02-15 09:30:00-05:00,104791.1452331543,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0
2025-02-16 09:30:00-05:00,104791.1452331543,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0
2025-02-17 09:30:00-05:00,104791.1452331543,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",0.0
2025-02-18 09:30:00-05:00,104669.4606628418,20529.302947998054,"[{'asset': GLD, 'quantity': 312.0}]",-0.0011612104251915722
2025-02-19 09:30:00-05:00,104669.4606628418,104669.4606628418,[],0.0
2025-02-20 09:30:00-05:00,104530.41632080078,21029.342926025394,"[{'asset': GLD, 'quantity': 309.0}]",-0.0013284136667991442
2025-02-21 09:30:00-05:00,104706.53915405273,21029.342926025394,"[{'asset': GLD, 'quantity': 309.0}]",0.0016848955495540885
2025-02-22 09:30:00-05:00,104706.53915405273,21029.342926025394,"[{'asset': GLD, 'quantity': 309.0}]",0.0
2025-02-23 09:30:00-05:00,104706.53915405273,21029.342926025394,"[{'asset': GLD, 'quantity': 309.0}]",0.0
2025-02-24 09:30:00-05:00,104907.39669799805,21029.342926025394,"[{'asset': GLD, 'quantity': 309.0}]",0.0019182903529051387
2025-02-25 09:30:00-05:00,104910.48028564453,21029.342926025394,"[{'asset': GLD, 'quantity': 309.0}]",2.939342452057403e-05
2025-02-26 09:30:00-05:00,103289.8784790039,4470.28344726563,"[{'asset': GLD, 'quantity': 370.0}]",-0.015447472952446084
2025-02-27 09:30:00-05:00,103289.8784790039,103289.8784790039,[],0.0
2025-02-28 09:30:00-05:00,103289.8784790039,103289.8784790039,[],0.0
2025-03-01 09:30:00-05:00,103289.8784790039,103289.8784790039,[],0.0
2025-03-02 09:30:00-05:00,103289.8784790039,103289.8784790039,[],0.0
2025-03-03 09:30:00-05:00,103289.8784790039,103289.8784790039,[],0.0
2025-03-04 09:30:00-05:00,103289.8784790039,103289.8784790039,[],0.0
2025-03-05 09:30:00-05:00,102970.59585571289,20703.805480957024,"[{'asset': GLD, 'quantity': 307.0}]",-0.0030911317545592176
2025-03-06 09:30:00-05:00,103056.55548095703,20703.805480957024,"[{'asset': GLD, 'quantity': 307.0}]",0.0008347977840643672
2025-03-07 09:30:00-05:00,103314.43435668945,20703.805480957024,"[{'asset': GLD, 'quantity': 307.0}]",0.0025023044339966827
2025-03-08 09:30:00-05:00,103314.43435668944,103314.43435668944,[],-1.1102230246251565e-16
2025-03-09 10:30:00-04:00,103314.43435668944,103314.43435668944,[],0.0
2025-03-10 10:30:00-04:00,103314.43435668944,103314.43435668944,[],0.0
2025-03-11 10:30:00-04:00,103314.43435668944,103314.43435668944,[],0.0
2025-03-12 10:30:00-04:00,103314.43435668944,103314.43435668944,[],0.0
2025-03-13 10:30:00-04:00,104266.13623046875,20894.14398193359,"[{'asset': GLD, 'quantity': 307.0}]",0.009211702892294671
2025-03-14 10:30:00-04:00,105709.03060913086,20894.14398193359,"[{'asset': GLD, 'quantity': 307.0}]",0.013838571475140782
2025-03-15 10:30:00-04:00,105709.03060913086,20894.14398193359,"[{'asset': GLD, 'quantity': 307.0}]",0.0
2025-03-16 10:30:00-04:00,105709.03060913086,20894.14398193359,"[{'asset': GLD, 'quantity': 307.0}]",0.0
2025-03-17 10:30:00-04:00,105484.92660522461,20894.14398193359,"[{'asset': GLD, 'quantity': 307.0}]",-0.002120008126220485
2025-03-18 10:30:00-04:00,106823.4421081543,20894.14398193359,"[{'asset': GLD, 'quantity': 307.0}]",0.012689163712831242
2025-03-19 10:30:00-04:00,106808.09585571289,20894.14398193359,"[{'asset': GLD, 'quantity': 307.0}]",-0.00014365996955867377
