time,side,status,filled_quantity,symbol,asset.asset_type,asset.right,asset.strike,asset.expiration,price,type,asset.multiplier,trade_cost
2024-05-16 10:30:00-04:00,buy,new,,GLD,stock,,0.0,,,market,1,
2024-05-16 10:30:00-04:00,buy,fill,383.0,GLD,stock,,0.0,,220.13999938964844,market,1,0.0
2024-05-24 10:30:00-04:00,sell,new,,GLD,stock,,0.0,,,market,1,
2024-05-24 10:30:00-04:00,sell,fill,383.0,GLD,stock,,0.0,,216.9600067138672,market,1,0.0
2024-07-08 10:30:00-04:00,buy,new,,GLD,stock,,0.0,,,market,1,
2024-07-08 10:30:00-04:00,buy,fill,423.0,GLD,stock,,0.0,,219.63999938964844,market,1,0.0
2024-07-19 10:30:00-04:00,sell,new,,GLD,stock,,0.0,,,market,1,
2024-07-19 10:30:00-04:00,sell,fill,423.0,GLD,stock,,0.0,,221.52000427246094,market,1,0.0
2025-01-13 09:30:00-05:00,buy,new,,GLD,stock,,0.0,,,market,1,
2025-01-13 09:30:00-05:00,buy,fill,469.0,GLD,stock,,0.0,,246.33999633789062,market,1,0.0
2025-02-28 09:30:00-05:00,sell,new,,GLD,stock,,0.0,,,market,1,
2025-02-28 09:30:00-05:00,sell,fill,469.0,GLD,stock,,0.0,,262.55999755859375,market,1,0.0
